customer_id,first_name,last_name,email,region,customer_segment,created_at
72,Marilyn,Valdez,marilyn.valdez72@example.com,Midwest,Loyal,2025-12-29
73,Charles,Hancock,charles.hancock73@example.com,West,High Value,2023-09-19
74,Benjamin,Jones,benjamin.jones74@example.com,Southwest,New,2023-11-11
75,Tiffany,Brewer,tiffany.brewer75@example.com,Midwest,New,2024-04-27
76,Ronald,Contreras,ronald.contreras76@example.com,Southwest,New,2023-01-05
77,Megan,Larson,megan.larson77@example.com,Southeast,New,2023-10-04
78,Taylor,Hamilton,taylor.hamilton78@example.com,Southeast,New,2024-12-20
79,Judy,Cunningham,judy.cunningham79@example.com,Southwest,Loyal,2025-10-01
80,Gregory,Cooley,gregory.cooley80@example.com,Midwest,Returning,2025-01-31
81,Kimberly,Johnson,kimberly.johnson81@example.com,Northeast,New,2023-11-08
82,Olivia,Fields,olivia.fields82@example.com,Midwest,New,2024-11-12
83,Casey,Banks,casey.banks83@example.com,Midwest,Loyal,2024-03-17
84,Debra,Kline,debra.kline84@example.com,Southeast,Loyal,2024-09-06
85,Natalie,Kerr,natalie.kerr85@example.com,Southwest,Returning,2023-06-06
86,Scott,Luna,scott.luna86@example.com,Southeast,High Value,2023-04-27
87,Christina,Reed,christina.reed87@example.com,Midwest,Returning,2024-06-01
88,Zachary,Murphy,zachary.murphy88@example.com,Southeast,Loyal,2023-03-09
89,Daniel,Bright,daniel.bright89@example.com,Southeast,Loyal,2024-07-07
90,Troy,Stewart,troy.stewart90@example.com,Southwest,New,2023-10-31
91,Nancy,Reed,nancy.reed91@example.com,West,New,2024-04-25
92,Katherine,Glover,katherine.glover92@example.com,Southwest,Returning,2025-04-08
93,Roy,Wilson,roy.wilson93@example.com,Southeast,New,2024-04-16
94,Corey,Raymond,corey.raymond94@example.com,Southwest,New,2023-11-22
95,Zachary,Young,zachary.young95@example.com,Southeast,New,2025-04-15
96,Natalie,Holland,natalie.holland96@example.com,West,New,2023-04-01
97,Darryl,Johnson,darryl.johnson97@example.com,Midwest,Loyal,2024-08-10
98,Amy,White,amy.white98@example.com,Southeast,High Value,2023-08-22
99,Kevin,Murray,kevin.murray99@example.com,West,Returning,2024-03-05
100,James,Morgan,james.morgan100@example.com,Southeast,New,2024-04-05
101,Stacy,Ray,stacy.ray101@example.com,Northeast,Returning,2023-04-28
102,Jacob,Knight,jacob.knight102@example.com,West,Returning,2024-01-30
103,Meagan,Duke,meagan.duke103@example.com,Southeast,New,2025-10-10
104,James,Sanchez,james.sanchez104@example.com,Southwest,New,2025-08-20
105,Dana,Garcia,dana.garcia105@example.com,Midwest,New,2025-08-19
106,Dennis,Richardson,dennis.richardson106@example.com,Northeast,New,2025-03-19
107,Sean,Hines,sean.hines107@example.com,Midwest,Returning,2023-04-10
108,Debra,Hayes,debra.hayes108@example.com,Southwest,New,2023-04-14
109,Michael,Vazquez,michael.vazquez109@example.com,West,Returning,2024-01-19
110,Vincent,Solis,vincent.solis110@example.com,Southwest,Returning,2023-02-12
111,Jon,Smith,jon.smith111@example.com,Northeast,Returning,2023-09-18
112,Joseph,White,joseph.white112@example.com,West,New,2024-04-09
113,Dustin,Collins,dustin.collins113@example.com,Northeast,New,2023-02-12
114,Toni,Oliver,toni.oliver114@example.com,Southwest,New,2025-08-26
115,Colleen,Bennett,colleen.bennett115@example.com,Midwest,Returning,2024-08-13
116,Joshua,Brown,joshua.brown116@example.com,Northeast,New,2023-06-17
117,David,Brown,david.brown117@example.com,Southwest,Returning,2025-08-24
118,Amanda,Smith,amanda.smith118@example.com,Southwest,Loyal,2025-08-08
119,Krista,Roberts,krista.roberts119@example.com,West,Loyal,2025-08-31
120,Aaron,Richardson,aaron.richardson120@example.com,West,Loyal,2025-07-01
121,Debra,Ramsey,debra.ramsey121@example.com,West,High Value,2024-10-06
122,Erica,Johnson,erica.johnson122@example.com,Northeast,Returning,2024-11-30
123,Nicholas,Wilson,nicholas.wilson123@example.com,West,Returning,2025-03-02
124,Justin,Wood,justin.wood124@example.com,Southwest,High Value,2025-05-26
125,Phyllis,Crawford,phyllis.crawford125@example.com,Southeast,Loyal,2023-04-21
126,Michelle,Pierce,michelle.pierce126@example.com,Midwest,High Value,2025-10-23
127,Joseph,Wolfe,joseph.wolfe127@example.com,Midwest,Returning,2025-09-17
128,Christopher,Cooper,christopher.cooper128@example.com,Southwest,New,2025-12-04
129,Tara,Olsen,tara.olsen129@example.com,Southwest,Loyal,2025-05-20
130,Sonya,Newman,sonya.newman130@example.com,Southwest,New,2023-08-20
131,Cynthia,King,cynthia.king131@example.com,West,Returning,2023-01-16
132,Brittany,Strickland,brittany.strickland132@example.com,Northeast,New,2025-02-24
133,Courtney,Jackson,courtney.jackson133@example.com,West,New,2024-09-27
134,Frank,Baker,frank.baker134@example.com,West,Returning,2023-04-04
135,Kara,Stark,kara.stark135@example.com,Midwest,Loyal,2024-11-22
136,Maria,Munoz,maria.munoz136@example.com,Southeast,New,2024-01-12
137,Kyle,Garcia,kyle.garcia137@example.com,Southeast,High Value,2023-09-17
138,Kimberly,Becker,kimberly.becker138@example.com,Northeast,New,2025-12-19
139,Patrick,Wilkinson,patrick.wilkinson139@example.com,Northeast,New,2025-05-30
140,Emma,Stephens,emma.stephens140@example.com,Midwest,Returning,2025-05-15
141,Tyler,Smith,tyler.smith141@example.com,Southeast,Returning,2023-11-17
142,Christopher,Hill,christopher.hill142@example.com,Southwest,High Value,2025-10-27
143,Logan,Ramirez,logan.ramirez143@example.com,Southwest,Loyal,2024-05-29
144,Riley,Castro,riley.castro144@example.com,Southeast,Loyal,2024-06-22
145,Andrea,Mann,andrea.mann145@example.com,Northeast,Loyal,2023-04-25
146,Steven,Williams,steven.williams146@example.com,Southwest,Loyal,2023-04-04
147,Douglas,Sampson,douglas.sampson147@example.com,West,New,2024-01-26
148,Heather,Morton,heather.morton148@example.com,Southwest,High Value,2025-10-13
149,Thomas,Brown,thomas.brown149@example.com,Northeast,New,2024-11-11
150,Amber,Rodriguez,amber.rodriguez150@example.com,Northeast,New,2023-08-31
151,Anna,Avery,anna.avery151@example.com,Northeast,New,2023-04-21
152,John,Ruiz,john.ruiz152@example.com,Northeast,Returning,2024-12-16
153,Martin,Brown,martin.brown153@example.com,Southwest,Returning,2023-01-17
154,Andrea,Rose,andrea.rose154@example.com,Northeast,New,2023-01-18
155,Melissa,Lee,melissa.lee155@example.com,Southeast,New,2023-10-27
156,Elizabeth,Stephens,elizabeth.stephens156@example.com,Northeast,Returning,2023-06-22
157,Lori,Hodge,lori.hodge157@example.com,Southwest,High Value,2023-10-08
158,Erica,Rodriguez,erica.rodriguez158@example.com,West,New,2024-09-14
159,Brandy,Porter,brandy.porter159@example.com,Midwest,New,2025-02-28
160,Christopher,Krause,christopher.krause160@example.com,Southeast,Returning,2024-03-03
161,Joshua,Frazier,joshua.frazier161@example.com,Southeast,Returning,2025-05-27
162,Chelsea,Mathews,chelsea.mathews162@example.com,Southwest,Returning,2025-04-22
163,Rebecca,Hawkins,rebecca.hawkins163@example.com,Midwest,New,2024-08-23
164,Stanley,Villarreal,stanley.villarreal164@example.com,Southeast,New,2024-08-20
165,Samantha,Adams,samantha.adams165@example.com,Southeast,High Value,2024-11-27
166,Andrew,Hawkins,andrew.hawkins166@example.com,Southwest,Returning,2024-06-05
167,Crystal,Estrada,crystal.estrada167@example.com,Midwest,Returning,2023-11-09
168,Brett,Ellis,brett.ellis168@example.com,Northeast,Returning,2024-04-27
169,Randall,Davis,randall.davis169@example.com,Northeast,Loyal,2024-04-23
170,Theresa,Franco,theresa.franco170@example.com,Southeast,Returning,2025-01-18
171,Timothy,Hickman,timothy.hickman171@example.com,Southwest,Returning,2023-02-16
172,Suzanne,Elliott,suzanne.elliott172@example.com,West,Loyal,2024-07-11
173,James,Parker,james.parker173@example.com,Southwest,New,2023-03-22
174,Kayla,Peterson,kayla.peterson174@example.com,Midwest,New,2024-04-09
175,Benjamin,Watkins,benjamin.watkins175@example.com,Southeast,Returning,2024-05-01
176,Nathan,Rios,nathan.rios176@example.com,Southeast,Loyal,2023-08-29
177,Ashley,Rodriguez,ashley.rodriguez177@example.com,Midwest,Loyal,2024-04-21
178,William,Patrick,william.patrick178@example.com,Northeast,New,2024-05-30
179,Taylor,Nash,taylor.nash179@example.com,Southwest,New,2023-08-30
180,Christine,Simon,christine.simon180@example.com,Midwest,Returning,2023-12-22
181,James,Edwards,james.edwards181@example.com,Southeast,Returning,2025-01-03
182,Catherine,Curtis,catherine.curtis182@example.com,Northeast,New,2024-02-11
183,David,Jefferson,david.jefferson183@example.com,Northeast,New,2024-09-29
184,Michael,Holland,michael.holland184@example.com,Southwest,New,2024-03-27
185,Alexander,Graves,alexander.graves185@example.com,West,New,2025-06-13
186,Jason,Gibbs,jason.gibbs186@example.com,Southeast,High Value,2025-02-25
187,Beth,Freeman,beth.freeman187@example.com,Southwest,Returning,2023-11-08
188,Victoria,Roberts,victoria.roberts188@example.com,Southeast,High Value,2023-02-13
189,William,Carlson,william.carlson189@example.com,West,High Value,2024-04-07
190,Christopher,Hernandez,christopher.hernandez190@example.com,Midwest,Returning,2023-06-06
191,Ray,Mcdonald,ray.mcdonald191@example.com,Midwest,Returning,2025-07-09
192,Margaret,Vasquez,margaret.vasquez192@example.com,West,New,2024-11-10
193,Tonya,Larson,tonya.larson193@example.com,Midwest,New,2024-08-21
194,Amy,Gray,amy.gray194@example.com,Midwest,Loyal,2023-06-07
195,Kaitlyn,Grant,kaitlyn.grant195@example.com,Southwest,Returning,2023-04-25
196,Christopher,Knox,christopher.knox196@example.com,Midwest,Loyal,2025-01-02
197,Laura,Murphy,laura.murphy197@example.com,West,Returning,2025-01-29
198,William,Jones,william.jones198@example.com,Northeast,Returning,2024-07-14
199,Melissa,Freeman,melissa.freeman199@example.com,West,Returning,2024-08-27
200,Jeffrey,Thompson,jeffrey.thompson200@example.com,Northeast,Returning,2023-12-01
201,Rebecca,Anthony,rebecca.anthony201@example.com,Midwest,Returning,2025-04-27
202,John,Olson,john.olson202@example.com,Midwest,Loyal,2023-08-27
203,Jason,Lambert,jason.lambert203@example.com,Southeast,High Value,2023-03-13
204,Jessica,Singleton,jessica.singleton204@example.com,Southeast,Returning,2024-09-05
205,Leslie,Garza,leslie.garza205@example.com,West,New,2023-04-15
206,Jennifer,Kaufman,jennifer.kaufman206@example.com,Southwest,Returning,2024-08-05
207,Mark,Diaz,mark.diaz207@example.com,Midwest,New,2024-10-26
208,Anthony,Sutton,anthony.sutton208@example.com,Northeast,New,2023-10-16
209,Andrea,Benjamin,andrea.benjamin209@example.com,Southwest,Returning,2025-05-24
210,Brian,Martin,brian.martin210@example.com,Southeast,New,2023-03-22
211,Patrick,Stephens,patrick.stephens211@example.com,Northeast,Returning,2025-06-30
212,Margaret,James,margaret.james212@example.com,Southeast,New,2025-08-24
213,Miranda,Rogers,miranda.rogers213@example.com,Northeast,Loyal,2025-07-27
214,Jessica,Rose,jessica.rose214@example.com,Northeast,High Value,2024-04-11
215,Jason,Nelson,jason.nelson215@example.com,West,Loyal,2023-05-03
216,Jennifer,Lynch,jennifer.lynch216@example.com,Northeast,High Value,2024-10-12
217,Heather,Foster,heather.foster217@example.com,West,New,2023-03-06
218,Chelsea,Wagner,chelsea.wagner218@example.com,Southeast,New,2023-12-12
219,Richard,Butler,richard.butler219@example.com,Southwest,New,2025-10-18
220,Jason,Warren,jason.warren220@example.com,Southeast,Returning,2023-04-10
221,Robert,Brown,robert.brown221@example.com,Northeast,Returning,2023-03-18
222,Christopher,Chang,christopher.chang222@example.com,Southwest,New,2025-11-11
223,Jonathan,Briggs,jonathan.briggs223@example.com,Midwest,New,2024-09-25
224,Michael,Gordon,michael.gordon224@example.com,Southwest,New,2023-08-10
225,Cynthia,Harvey,cynthia.harvey225@example.com,Northeast,Returning,2025-11-26
226,Dustin,Allison,dustin.allison226@example.com,Southeast,Returning,2023-04-06
227,Julie,Garcia,julie.garcia227@example.com,Midwest,New,2023-01-10
228,Joan,George,joan.george228@example.com,Southeast,New,2023-03-20
229,Joel,Torres,joel.torres229@example.com,Midwest,High Value,2024-05-31
230,Steven,Rivera,steven.rivera230@example.com,West,Returning,2025-12-09
231,Steven,Wright,steven.wright231@example.com,Northeast,New,2023-01-09
232,David,Smith,david.smith232@example.com,Southeast,New,2023-01-16
233,Nicholas,Wells,nicholas.wells233@example.com,Midwest,New,2023-05-25
234,Robin,Thomas,robin.thomas234@example.com,Southwest,Returning,2025-02-23
235,Julia,White,julia.white235@example.com,West,New,2023-11-27
236,Brittany,Ross,brittany.ross236@example.com,Midwest,Returning,2023-07-21
237,Luis,Davis,luis.davis237@example.com,Northeast,New,2023-09-23
238,Susan,Parker,susan.parker238@example.com,Southeast,New,2023-10-17
239,Amy,Cole,amy.cole239@example.com,West,New,2024-04-10
240,John,Davidson,john.davidson240@example.com,Southeast,New,2024-08-23
241,Courtney,Ross,courtney.ross241@example.com,Midwest,New,2023-12-22
242,Trevor,Harrington,trevor.harrington242@example.com,West,New,2023-08-31
243,Brian,Palmer,brian.palmer243@example.com,Southeast,High Value,2025-03-13
244,Sara,Miller,sara.miller244@example.com,Southeast,Returning,2025-11-03
245,Adam,Andrews,adam.andrews245@example.com,Southwest,Returning,2024-12-10
246,Daryl,Barker,daryl.barker246@example.com,Southeast,Returning,2024-07-13
247,Tara,White,tara.white247@example.com,Southwest,Returning,2025-06-08
248,Jennifer,Thompson,jennifer.thompson248@example.com,Northeast,New,2024-03-06
249,Becky,Maddox,becky.maddox249@example.com,West,Returning,2023-02-15
250,John,Shelton,john.shelton250@example.com,West,Loyal,2024-04-29
251,Alyssa,Berry,alyssa.berry251@example.com,Northeast,High Value,2025-04-02
252,Erica,Reed,erica.reed252@example.com,Midwest,New,2023-10-12
253,David,Sutton,david.sutton253@example.com,Southeast,Returning,2023-04-01
254,Rachel,Cohen,rachel.cohen254@example.com,Midwest,Returning,2025-11-06
255,Joshua,Mcdowell,joshua.mcdowell255@example.com,Midwest,Returning,2024-12-18
256,Sharon,Wagner,sharon.wagner256@example.com,Southeast,New,2025-07-20
257,John,Green,john.green257@example.com,West,Returning,2024-04-10
258,Thomas,Jenkins,thomas.jenkins258@example.com,Midwest,Loyal,2025-11-25
259,Jeremy,Payne,jeremy.payne259@example.com,Northeast,Returning,2023-08-17
260,Courtney,Mata,courtney.mata260@example.com,Northeast,New,2025-05-14
261,Eric,Morrison,eric.morrison261@example.com,Southwest,High Value,2025-08-24
262,Destiny,Harris,destiny.harris262@example.com,Southwest,Returning,2024-03-06
263,Jessica,Powell,jessica.powell263@example.com,Midwest,New,2023-04-17
264,Jonathan,Martinez,jonathan.martinez264@example.com,West,Returning,2024-03-21
265,Emily,Jones,emily.jones265@example.com,Midwest,New,2025-10-18
266,Kathy,Campbell,kathy.campbell266@example.com,Northeast,New,2024-02-09
267,Tom,Castaneda,tom.castaneda267@example.com,Southwest,New,2024-05-27
268,Lisa,Cain,lisa.cain268@example.com,West,Returning,2025-10-08
269,Sara,Diaz,sara.diaz269@example.com,Southwest,New,2025-01-06
270,Steven,Williamson,steven.williamson270@example.com,Midwest,Loyal,2023-04-21
271,Mary,Nicholson,mary.nicholson271@example.com,West,New,2023-06-15
272,Troy,Wyatt,troy.wyatt272@example.com,Southeast,Returning,2023-12-21
273,Kristy,Ruiz,kristy.ruiz273@example.com,Southwest,Returning,2024-07-16
274,Scott,Harris,scott.harris274@example.com,Midwest,Returning,2023-11-20
275,Gregory,Rogers,gregory.rogers275@example.com,Midwest,New,2023-12-10
276,Steven,Walker,steven.walker276@example.com,Southwest,Loyal,2023-04-15
277,Emily,Smith,emily.smith277@example.com,Southwest,High Value,2024-06-20
278,Tami,Jones,tami.jones278@example.com,Southeast,Loyal,2023-12-19
279,Austin,Lucas,austin.lucas279@example.com,Southwest,Returning,2024-01-08
280,Paul,Tucker,paul.tucker280@example.com,Southeast,Returning,2023-10-21
281,Marcus,Williams,marcus.williams281@example.com,West,New,2024-07-25
282,Lori,Mcclain,lori.mcclain282@example.com,Southwest,Loyal,2025-11-08
283,Karen,Lambert,karen.lambert283@example.com,West,Returning,2024-04-07
284,Emily,Dixon,emily.dixon284@example.com,Southwest,Returning,2023-06-17
285,Madison,Wiggins,madison.wiggins285@example.com,Midwest,Loyal,2024-07-19
286,Kristy,Barnes,kristy.barnes286@example.com,Southwest,Returning,2025-03-12
287,Timothy,Harper,timothy.harper287@example.com,Midwest,Returning,2023-06-06
288,Jeffrey,Hernandez,jeffrey.hernandez288@example.com,Southeast,Returning,2023-01-23
289,Christina,Dennis,christina.dennis289@example.com,West,Loyal,2023-07-08
290,Charles,Thomas,charles.thomas290@example.com,Southwest,Returning,2024-03-03
291,Elizabeth,Diaz,elizabeth.diaz291@example.com,Northeast,Returning,2024-07-14
292,Christopher,Stevenson,christopher.stevenson292@example.com,Midwest,New,2023-10-07
293,Megan,Montgomery,megan.montgomery293@example.com,Southwest,Returning,2023-03-26
294,Paige,Howard,paige.howard294@example.com,West,Returning,2023-10-01
295,Diane,Turner,diane.turner295@example.com,Midwest,Returning,2025-02-25
296,Jennifer,Jenkins,jennifer.jenkins296@example.com,Northeast,High Value,2023-01-07
297,Samantha,Thomas,samantha.thomas297@example.com,Northeast,Returning,2023-09-10
298,Thomas,Jackson,thomas.jackson298@example.com,Southwest,New,2024-07-28
299,Michele,Johnson,michele.johnson299@example.com,West,Returning,2023-06-29
300,Joy,Cruz,joy.cruz300@example.com,Northeast,New,2023-09-30
301,Julia,White,julia.white301@example.com,Midwest,Returning,2024-12-01
302,Brianna,Charles,brianna.charles302@example.com,West,Loyal,2025-11-20
303,Steven,Richardson,steven.richardson303@example.com,West,New,2025-02-21
304,Brittany,Franco,brittany.franco304@example.com,Northeast,Returning,2024-08-31
305,John,Williams,john.williams305@example.com,West,Returning,2025-01-14
306,Patricia,Marsh,patricia.marsh306@example.com,Northeast,New,2025-03-06
307,Eric,Blake,eric.blake307@example.com,Southwest,Returning,2024-06-20
308,Cynthia,Edwards,cynthia.edwards308@example.com,West,New,2025-06-03
309,Erica,Briggs,erica.briggs309@example.com,Northeast,New,2025-11-04
310,Jason,Barrett,jason.barrett310@example.com,Southeast,Loyal,2023-03-30
311,Leonard,Fox,leonard.fox311@example.com,Midwest,Loyal,2025-09-15
312,Patricia,Lewis,patricia.lewis312@example.com,West,New,2024-07-22
313,Allen,Morris,allen.morris313@example.com,West,New,2025-09-07
314,Chelsea,Cooper,chelsea.cooper314@example.com,Southwest,Loyal,2023-08-13
315,Ryan,Yang,ryan.yang315@example.com,Northeast,Returning,2023-02-01
316,Ann,Smith,ann.smith316@example.com,West,New,2025-04-03
317,Christopher,Jones,christopher.jones317@example.com,Northeast,Returning,2025-03-27
318,Lisa,Kelly,lisa.kelly318@example.com,Southwest,Returning,2025-02-05
319,Jacqueline,Brandt,jacqueline.brandt319@example.com,Midwest,New,2024-09-05
320,Abigail,Barnett,abigail.barnett320@example.com,Northeast,Returning,2023-07-23
321,Charles,Craig,charles.craig321@example.com,Northeast,High Value,2023-10-08
322,Katrina,Hogan,katrina.hogan322@example.com,Midwest,New,2023-07-19
323,Luis,Cox,luis.cox323@example.com,Southeast,New,2025-06-22
324,David,Hogan,david.hogan324@example.com,Midwest,Returning,2025-08-14
325,Michael,Becker,michael.becker325@example.com,Northeast,Returning,2024-03-25
326,Justin,Snyder,justin.snyder326@example.com,Southwest,New,2025-12-05
327,Corey,Jones,corey.jones327@example.com,Southwest,Loyal,2025-02-14
328,Peter,Hunt,peter.hunt328@example.com,Midwest,Returning,2023-07-08
329,Grace,Robinson,grace.robinson329@example.com,West,Returning,2024-11-17
330,Eric,Mcdowell,eric.mcdowell330@example.com,Southwest,Loyal,2025-05-08
331,Fred,Tyler,fred.tyler331@example.com,Midwest,Returning,2024-08-02
332,Kevin,Roman,kevin.roman332@example.com,Midwest,Loyal,2023-10-16
333,Jennifer,Williams,jennifer.williams333@example.com,Northeast,New,2024-10-22
334,Joel,Bond,joel.bond334@example.com,Southeast,New,2024-01-08
335,William,Green,william.green335@example.com,Northeast,Returning,2023-01-18
336,Matthew,Castaneda,matthew.castaneda336@example.com,Southwest,New,2023-03-19
337,Donna,Baker,donna.baker337@example.com,Midwest,High Value,2025-10-13
338,John,Sherman,john.sherman338@example.com,Midwest,Loyal,2025-11-17
339,Jacob,Hurley,jacob.hurley339@example.com,Southeast,Loyal,2025-10-14
340,Melanie,Mitchell,melanie.mitchell340@example.com,Southwest,Returning,2024-07-14
341,Emily,Arellano,emily.arellano341@example.com,West,Loyal,2023-01-30
342,Abigail,Mcguire,abigail.mcguire342@example.com,Midwest,Returning,2025-12-30
343,Erica,Murphy,erica.murphy343@example.com,West,Loyal,2023-04-12
344,Nancy,Donovan,nancy.donovan344@example.com,West,Returning,2023-02-16
345,Stefanie,Baker,stefanie.baker345@example.com,West,New,2024-10-05
346,Mary,Hall,mary.hall346@example.com,West,Returning,2023-01-09
347,Andrew,Taylor,andrew.taylor347@example.com,Southwest,New,2023-02-14
348,Tiffany,Simon,tiffany.simon348@example.com,West,High Value,2023-06-21
349,Jordan,Smith,jordan.smith349@example.com,Southeast,High Value,2025-09-16
350,Linda,Hayes,linda.hayes350@example.com,Northeast,New,2023-04-03
351,Carla,Lopez,carla.lopez351@example.com,Northeast,Returning,2024-07-21
352,Danielle,Montgomery,danielle.montgomery352@example.com,Midwest,Returning,2024-03-17
353,Andrew,Lawrence,andrew.lawrence353@example.com,Midwest,Returning,2023-11-24
354,Andrew,Parker,andrew.parker354@example.com,West,Loyal,2024-06-01
355,Kenneth,Spencer,kenneth.spencer355@example.com,West,Returning,2025-03-07
356,Michael,Curtis,michael.curtis356@example.com,Southeast,Returning,2023-05-18
357,Kristopher,Ellis,kristopher.ellis357@example.com,Southeast,High Value,2023-01-16
358,Kirsten,Norris,kirsten.norris358@example.com,Northeast,Loyal,2024-07-24
359,Amy,Owens,amy.owens359@example.com,Southeast,Loyal,2023-11-04
360,Diane,Downs,diane.downs360@example.com,Midwest,High Value,2024-11-10
361,Laura,Gray,laura.gray361@example.com,Southwest,Loyal,2025-04-07
362,Megan,Walters,megan.walters362@example.com,Midwest,Returning,2025-06-22
363,Tara,Tyler,tara.tyler363@example.com,Southwest,New,2025-06-14
